ID,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Size,Zeta,Target
1880,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,72,50.0,CCK-8,TetrazoliumSalt,500.0,37.9,6.4163
1672,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,12.5,Live/Dead,TrypanBlue,142.0,56.0,117.96
2049,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,60.0,AlamarBlue,AlamarBlue,29.57,-33.33,1.9967
1931,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,30.0,MTT,TetrazoliumSalt,100.0,-8.23,11.858
2265,IronOxide,I,Sphere,,Pyrolysis,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,48,0.5,MTT,TetrazoliumSalt,6.0,-36.5,92.766
851,IronOxide,I,Sphere,,Commercial,Negative,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,1.0,MTT,TetrazoliumSalt,42.5,-8.2,97.039
1650,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,72,25.0,MTS,TetrazoliumSalt,50.0,-31.0,84.319
779,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,3,100.0,MTS,TetrazoliumSalt,21.0,-27.8,98.462
1942,MWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,AlamarBlue,AlamarBlue,217.2,-13.005,32.281
1078,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,2600.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,10.0,CellTiterBlue,AlamarBlue,10.0,-27.0,100.81
2135,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,20.0,MTS,TetrazoliumSalt,30.0,-4.23,67.308
1819,IronOxide,I,Sphere,,Pyrolysis,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,72,0.5,MTT,TetrazoliumSalt,6.0,-36.5,85.745
2441,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,20.0,AlamarBlue,AlamarBlue,29.57,-33.33,31.448
1379,Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,400.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,35.024
2327,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,0.1,MTT,TetrazoliumSalt,39.2,11.6,98.361
1238,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,30.0,MTT,TetrazoliumSalt,100.0,-8.23,71.146
2427,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,21.06,-24.5,63.275
115,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,8.0,CCK-8,TetrazoliumSalt,19.4,-21.77,101.67
2070,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,80.0,NRU,NeutralRed,100.0,-8.23,55.677
1614,ZnO,I,Rod,,Sol-Gel Method,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,48,25.0,MTT,TetrazoliumSalt,52.0,-29.0,47.841
217,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,60.0,NRU,NeutralRed,29.57,-33.33,30.864
2320,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,120.0,-28.7,84.959
2457,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,2.0,NRU,NeutralRed,17.6,0.9,101.23
1290,SWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,200.0,MTS,TetrazoliumSalt,1.5,-8.1,35.455
674,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTS,TetrazoliumSalt,25.0,-9.78,90.719
2384,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,31.25,MTT,TetrazoliumSalt,475.2,71.3,100.41
1218,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,48,25.0,MTS,TetrazoliumSalt,50.0,-31.0,92.768
844,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,2600.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,1000.0,LDH,LDHrelease,10.0,-27.0,69.467
1467,Ag,I,Sphere,,Chemical Reduction,Negative,RAW264.7,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,72,30.0,MTT,TetrazoliumSalt,43.9,-16.2,52.306
2463,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,72,100.0,MTT,TetrazoliumSalt,29.57,-33.33,17.729
224,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,6,0.008,MTT,TetrazoliumSalt,50.0,-17.6,99.883
40,IronOxide,I,Sphere,,Pyrolysis,Negative,HEK293,100000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,2.0,MTT,TetrazoliumSalt,6.0,-36.5,88.875
408,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,10.0,MTT,TetrazoliumSalt,100.33,-31.7,53.902
1738,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,125.0,MTT,TetrazoliumSalt,684.8,74.4,95.04
1645,IronOxide,I,Sphere,Dextran,Co-precipitation,Negative,Monocytes,150000.0,H,Human,Blood,Monocyte,Adult,P,24,20.0,CCK-8,TetrazoliumSalt,7.5,-11.0,93.0
789,Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,200.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,78.436
1213,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,100.0,-8.23,77.273
874,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,Colo_205,10000.0,H,Human,Colon,Epithelial,Adult,L,24,1250.0,MTS,TetrazoliumSalt,120.0,-11.0,95.491
1903,Polystyrene,O,Sphere,COOH,Commercial,Negative,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,50.0,-46.7,96.088
1888,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,3,60.0,MTS,TetrazoliumSalt,21.0,-27.8,103.69
2428,Polystyrene,O,Sphere,NH2,Commercial,Positive,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,50.0,43.0,47.709
111,CuO,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,48,5.0,MTT,TetrazoliumSalt,55.8,-32.8,92.96
2354,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,48,0.08,NRU,NeutralRed,50.0,-17.6,93.049
1866,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,200.0,AlamarBlue,AlamarBlue,601.7,-13.005,11.396
1230,IronOxide,I,Sphere,Silica,Commercial,Negative,HK-2,30000.0,H,Human,Kidney,Epithelial,Adult,L,24,1.0,XTT,TetrazoliumSalt,114.0,-6.52,100.0
658,Au,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,0.5,MTS,TetrazoliumSalt,61.06,-32.7,126.34
1584,Au,I,Sphere,,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,0.2,MTS,TetrazoliumSalt,61.46,-32.66,46.853
1748,PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,24,1000.0,MTT,TetrazoliumSalt,105.0,-24.0,96.465
619,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,2.0,CCK-8,TetrazoliumSalt,17.6,0.9,97.09
567,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,BALB/c3T3,20000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,54.0,MTT,TetrazoliumSalt,95.0,-20.5,99.369
1857,C60,C,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,48,50.0,MTT,TetrazoliumSalt,34.64,-37.4,51.695
765,Pt,I,Sphere,,Green Synthesis,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,60.0,MTS,TetrazoliumSalt,24.6,-11.0,96.9
335,Ag,I,Sphere,Citrate-Oligonucleotide,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,12.5,MTS,TetrazoliumSalt,50.0,-30.0,93.766
1594,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,5.4,50.03,11.559
292,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,200.0,MTS,TetrazoliumSalt,50.0,-7.28,101.82
2372,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,20.0,MTT,TetrazoliumSalt,100.0,-8.23,81.225
2080,SLN,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,2607.3,MTT,TetrazoliumSalt,98.4,-14.6,88.417
165,CuO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,46.3,42.8,12.787
2492,Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,72,50.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,34.204
1339,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,25.0,WST-1,TetrazoliumSalt,142.0,56.0,130.38
440,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,59.72,-38.1,62.283
707,IronOxide,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,100.0,MTT,TetrazoliumSalt,46.8,1.7,97.039
2111,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,199.89,-36.3,61.042
535,C70,C,Sphere,,Commercial,Negative,V79,10000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,10.0,MTT,TetrazoliumSalt,57.0,-35.0,89.251
930,SLN,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,5624.7,NRU,TetrazoliumSalt,98.4,-14.6,19.305
1394,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTS,TetrazoliumSalt,25.0,-9.78,100.3
620,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,250.0,AlamarBlue,AlamarBlue,29.57,-33.33,0.0
266,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,10.0,NRU,NeutralRed,100.0,-8.23,104.8
473,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,20.0,MTS,TetrazoliumSalt,30.0,-3.85,81.993
966,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,100.0,MTS,TetrazoliumSalt,8.0,-9.64,87.879
1980,IronOxide,I,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,6,50.0,MTT,TetrazoliumSalt,28.33,-18.4,95.726
125,Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,72,400.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,47.897
2276,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,50.0,MTT,TetrazoliumSalt,199.89,-36.3,29.252
2375,Polystyrene,O,Sphere,,Commercial,Negative,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,50.0,-50.5,84.038
2253,IronOxide,I,Sphere,PEG-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,48,5.0,MTT,TetrazoliumSalt,326.5,-23.5,93.151
1725,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,10.0,Live/Dead,CalceinAM,10.0,-27.0,91.761
1699,Graphite,C,Sphere,,Explosion,Positive,U87,10000.0,H,Human,Brain,Epithelial,Adult,L,2,100.0,MTT,TetrazoliumSalt,4.0,31.4,66.806
885,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,100.0,MTT,TetrazoliumSalt,10.9,-45.4,96.346
251,Diamond,C,Sphere,,Explosion,Negative,U87,10000.0,H,Human,Brain,Epithelial,Adult,L,2,20.0,MTT,TetrazoliumSalt,4.0,-35.6,98.956
1967,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,300.0,NRU,NeutralRed,10.9,-45.4,97.982
137,MWCNT,C,Nanotube,,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,64.0,CCK-8,TetrazoliumSalt,38.8,-25.1,98.738
1803,Diamond,C,Sphere,,Explosion,Negative,U87,10000.0,H,Human,Brain,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,4.0,-35.6,103.09
718,Polystyrene,O,Round,,Commercial,Negative,Caco-2,150000.0,H,Human,Colon,Epithelial,Adult,L,24,125.0,CoulterCounter,Impedance,50.0,-36.0,96.119
2129,CuO,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,40.0,CCK-8,TetrazoliumSalt,30.0,-29.1,19.844
762,SiO2,I,Sphere,CTAB,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,15.6,MTT,TetrazoliumSalt,386.9,-35.9,106.06
494,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,2600.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,100.0,LDH,LDHrelease,10.0,-27.0,22.294
2089,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,1000.0,Live/Dead,PropidiumIodide,10.0,-27.0,9.6931
566,SiO2,I,Sphere,CTAB,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,500.0,MTT,TetrazoliumSalt,386.9,-35.9,79.014
920,Chitosan,O,Sphere,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,62.5,MTT,TetrazoliumSalt,164.0,63.2,100.0
947,SWCNT,C,Nanotube,PEG,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,1.0,XTT,TetrazoliumSalt,3.0,-30.14,98.875
1630,IronOxide,I,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,24,50.0,MTT,TetrazoliumSalt,28.33,-18.4,85.654
1842,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,50.0,MTS,TetrazoliumSalt,8.0,-6.96,100.0
1505,Ag,I,Sphere,Citrate-Oligonucleotide,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,50.0,MTS,TetrazoliumSalt,50.0,-30.0,79.795
1402,CuO,I,Sphere,,Commercial,Negative,hMSC,4500.0,H,Human,BoneMarrow,Spindle,Adult,P,48,31.6,NRU,NeutralRed,30.09,-20.0,1.1561
1123,SiO2,I,Sphere,Chitosan,Hydrolysis,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,AlamarBlue,AlamarBlue,578.27,8.0,78.383
2524,TiO2,I,Sphere,,Commercial,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,25.0,-7.83,78.89
1884,MWCNT,C,Nanotube,,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,4.0,CCK-8,TetrazoliumSalt,21.55,-21.47,93.533
470,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,24,0.5,MTT,TetrazoliumSalt,8.0,11.0,93.499
114,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,200.0,MTS,TetrazoliumSalt,8.0,-6.96,56.364
902,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTS,TetrazoliumSalt,8.0,-9.64,102.99
133,SLN,O,Sphere,CTAB,Multiple Emulsion Method,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,66.0,AlamarBlue,AlamarBlue,135.1,28.2,7.4468
91,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,199.89,-36.3,64.138
855,Polystyrene,O,Sphere,COOH,Commercial,Negative,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,5.0,CCK-8,TetrazoliumSalt,50.0,-9.0,113.83
126,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTS,TetrazoliumSalt,8.0,-6.96,94.91
912,Polystyrene,O,Sphere,COOH,Commercial,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,72,50.0,CCK-8,TetrazoliumSalt,100.0,-34.0,102.16
2248,Polystyrene,O,Sphere,NH2,Commercial,Positive,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,50.0,CCK-8,TetrazoliumSalt,50.0,36.6,0.0
1761,PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,500.0,MTT,TetrazoliumSalt,105.0,-24.0,119.95
1770,MWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,6.0,MTT,TetrazoliumSalt,217.2,-13.005,76.548
368,MWCNT,C,Nanotube,,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,4.0,CCK-8,TetrazoliumSalt,17.4,-18.9,93.262
1097,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,72,800.0,MTT,TetrazoliumSalt,29.57,-33.33,6.5319
995,Polystyrene,O,Sphere,NH2,Commercial,Positive,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0,63.8,103.64
970,ZnO,I,Sphere,,Commercial,Negative,HEK,10000.0,H,Human,Skin,Keratinocyte,Adult,P,6,8.0,MTT,TetrazoliumSalt,245.0,-15.8,103.16
1762,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,150.0,NRU,NeutralRed,10.9,-45.4,81.743
1003,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTS,TetrazoliumSalt,25.0,-10.3,80.838
1022,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,6,150.0,MTS,TetrazoliumSalt,25.0,-9.96,127.62
1845,Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,400.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,50.0
940,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,59.72,-38.1,87.528
380,Polystyrene,O,Sphere,,Commercial,Negative,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,100.0,-51.1,97.284
596,Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,25.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,98.832
2048,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,50.0,MTT,TetrazoliumSalt,100.33,-31.7,44.878
330,PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,230.0,-5.0,90.143
1683,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,48,0.8,MTT,TetrazoliumSalt,50.0,-17.6,85.015
461,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,50.0,MTS,TetrazoliumSalt,50.0,-2.49,76.224
148,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,72,5.0,CCK-8,TetrazoliumSalt,500.0,37.9,61.76
42,SWCNT,C,Nanotube,PEG,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,10.0,XTT,TetrazoliumSalt,3.0,-30.14,95.808
1539,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,750.0,MTT,TetrazoliumSalt,458.9,72.1,115.19
2115,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,10.0,-31.8,106.19
1704,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,48,800.0,MTT,TetrazoliumSalt,29.57,-33.33,5.9098
1785,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,Y-79,10000.0,H,Human,Retina,MulticellularClusters,Adult,L,24,165.0,AlamarBlue,AlamarBlue,134.2,28.2,92.908
1686,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,100.0,MTT,TetrazoliumSalt,45.3,32.7,33.224
644,Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,10000.0,H,Human,Blood,Monocyte,Adult,L,24,1.25,AlamarBlue,AlamarBlue,82.73,-31.9,96.944
781,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,AlamarBlue,AlamarBlue,744.7,-2.2,95.27
1110,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,100.0,-8.23,79.249
322,Polystyrene,O,Sphere,COOH,Commercial,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,5.0,CCK-8,TetrazoliumSalt,100.0,-34.0,97.165
932,IronOxide,I,Sphere,,Pyrolysis,Negative,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,48,0.5,MTT,TetrazoliumSalt,6.0,-36.5,77.523
1608,Ag,I,Sphere,,Chemical Reduction,Negative,THP-1,10000.0,H,Human,Blood,Monocyte,Adult,L,48,0.3,AlamarBlue,AlamarBlue,14.3,-26.5,86.28
290,TiO2,I,Sphere,,Commercial,Negative,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,15.84,-43.29,64.109
143,SiO2,I,Sphere,SodiumAlginate,Hydrolysis,Negative,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,48,200.0,AlamarBlue,AlamarBlue,345.2,-13.0,82.676
1398,MgO,I,Hexagon,,Sol-Gel Method,Negative,3T3-L1,100000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,600.0,MTT,TetrazoliumSalt,43.8,-7.21,48.15
527,IronOxide,I,Sphere,Silica,Commercial,Negative,HK-2,30000.0,H,Human,Kidney,Epithelial,Adult,L,24,400.0,XTT,TetrazoliumSalt,114.0,-6.52,45.339
1415,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,29.57,-33.33,12.841
2247,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,5000.0,MTS,TetrazoliumSalt,120.0,-11.0,73.602
